"art","fem","mar","kid5","phd","ment"
4,0,1,0,4.28999996185303,2
4,0,1,1,2.96000003814697,0
4,0,0,0,3.84999990463257,47
4,0,0,0,4.53999996185303,5
4,1,1,0,3.40000009536743,5
4,0,0,0,3.41000008583069,21
4,0,1,1,2.96000003814697,57
4,1,1,0,3.53999996185303,5
4,0,1,2,1.72000002861023,2
4,0,1,2,2.85999989509583,15
4,0,1,2,4.53999996185303,66
4,0,1,1,1.75999999046326,11
4,0,1,2,1.86000001430511,15
4,0,1,0,3.47000002861023,4
4,0,0,0,3.41000008583069,7
4,0,1,0,1.80999994277954,10
4,0,1,2,2.04999995231628,13
4,0,0,0,4.61999988555908,18
4,1,1,0,2.25999999046326,3
4,0,1,1,1.86000001430511,47
4,1,1,1,4.28999996185303,4
4,0,1,2,3.53999996185303,2
4,0,1,0,4.28999996185303,30
4,0,1,0,2.53999996185303,11
4,1,1,0,4.25,13
4,1,0,0,2.5,10
4,1,1,1,3.53999996185303,12
4,1,1,0,3.19000005722046,8
4,0,1,2,4.53999996185303,21
4,1,0,0,2.85999989509583,39
4,1,1,0,2.57999992370605,14
4,1,1,0,1.27999997138977,4
4,1,1,0,3.21000003814697,14
4,1,0,0,2.86999988555908,6
4,1,0,0,3.33999991416931,11
4,1,0,0,3.15000009536743,8
4,1,0,0,2.3199999332428,8
4,0,0,0,4.28999996185303,19
4,0,0,0,3.69000005722046,7
4,0,1,1,2.54999995231628,21
4,1,0,0,4.61999988555908,3
4,1,1,0,2.35999989509583,5
4,0,1,1,4.25,29
4,0,1,1,4.28999996185303,5
4,1,1,0,3.19000005722046,7
4,1,0,0,3.19000005722046,3
4,1,0,0,2.55999994277954,23
4,0,1,0,1.75999999046326,7
4,0,1,1,2.57999992370605,25
4,1,1,0,3.41000008583069,4
4,1,0,0,3.58999991416931,9
4,1,1,0,1.77999997138977,4
4,1,0,0,3.75,3
4,0,1,2,3.69000005722046,16
4,0,1,0,3.61999988555908,5
4,0,1,0,1.50499999523163,4
4,0,1,2,2.57999992370605,6
4,0,0,0,2.86999988555908,15
5,1,1,0,2.25999999046326,16
5,1,0,0,3.75,13
5,0,1,2,3.84999990463257,15
5,0,1,1,3.15000009536743,5
5,0,1,1,3.15000009536743,27
5,0,1,0,4.34000015258789,6
5,0,1,0,4.25,12
5,0,0,0,3.35999989509583,11
5,1,0,0,3.58999991416931,14
5,0,1,1,2.57999992370605,25
5,0,1,1,3.58999991416931,21
5,0,1,1,2.96000003814697,4
5,0,1,0,4.53999996185303,13
5,0,1,0,4.28999996185303,30
5,1,0,0,2.86999988555908,12
5,1,1,0,4.53999996185303,15
5,1,1,1,3.84999990463257,1
5,0,1,0,2.5,4
5,0,1,1,3.47000002861023,0
5,1,1,0,2.85999989509583,24
5,1,1,0,4.61999988555908,0
5,0,1,1,4.53999996185303,53
5,0,1,0,1.25,2
5,1,1,0,3.21000003814697,19
5,0,1,1,1.75999999046326,11
5,1,0,0,2.57999992370605,6
5,1,0,0,3.61999988555908,3
6,0,1,1,4.61999988555908,8
6,1,1,0,2.09999990463257,36
6,1,1,2,1.86000001430511,38
6,0,1,0,4.34000015258789,9
6,1,1,0,4.28999996185303,24
6,0,1,2,2.50999999046326,11
6,0,1,1,2.96000003814697,13
6,0,0,0,4.28999996185303,18
6,0,0,0,3.40000009536743,14
6,1,0,0,4.53999996185303,12
6,0,1,1,3.84999990463257,16
6,1,0,0,3.15000009536743,9
6,1,0,0,4.53999996185303,15
6,0,0,0,3.47000002861023,6
6,1,1,0,4.28999996185303,1
6,0,0,0,1.97000002861023,4
6,1,0,0,3.3199999332428,6
7,0,1,0,3.58999991416931,1
7,0,0,0,2.53999996185303,6
7,0,0,0,3.41000008583069,20
7,0,1,1,1.97000002861023,0
7,1,0,0,3.15000009536743,9
7,0,0,0,4.61999988555908,15
7,0,0,0,4.53999996185303,42
7,0,1,0,3.69000005722046,9
7,0,0,0,4.34000015258789,19
7,0,0,0,4.28999996185303,19
7,0,1,1,3.58999991416931,27
7,0,0,0,3.69000005722046,19
8,0,1,0,2.50999999046326,11
9,0,1,1,2.96000003814697,23
9,0,1,1,1.86000001430511,47
10,1,1,0,3.58999991416931,18
11,0,1,2,2.85999989509583,7
12,0,1,1,4.28999996185303,35
12,0,1,1,1.86000001430511,5
16,0,1,0,1.74000000953674,21
19,0,1,0,1.86000001430511,42
